scenario,algorithm,makespan_mean,avg_transfer_time_mean,amr_utilization_mean,throughput_mean,deadlock_count_mean,path_optimality_mean,makespan_std,avg_transfer_time_std,amr_utilization_std,throughput_std,deadlock_count_std,path_optimality_std
S1_Small,A*,247.198,157.107,81.427,0.013,0.0,100.0,46.414,45.138,6.076,0.003,0.0,0.0
S1_Small,CBS-TS,247.198,157.107,81.427,0.013,0.0,100.0,46.414,45.138,6.076,0.003,0.0,0.0
